Departure_ScheduledTimeUTC_DateTime,Departure_TimeStatus_Code,Arrival_AirportCode,Arrival_ScheduledTimeUTC_DateTime,Arrival_ActualTimeUTC_DateTime,Arrival_TimeStatus_Code
2024-09-24T04:55Z,OT,PMI,2024-09-24T07:05Z,2024-09-24T07:10Z,OT
2024-09-24T04:55Z,FE,BRU,2024-09-24T05:55Z,2024-09-24T05:45Z,FE
2024-09-24T05:00Z,OT,STR,2024-09-24T05:40Z,2024-09-24T05:36Z,FE
2024-09-24T05:00Z,OT,ARN,2024-09-24T07:05Z,2024-09-24T07:04Z,FE
2024-09-24T05:00Z,OT,OSL,2024-09-24T07:00Z,2024-09-24T07:09Z,OT
2024-09-24T05:00Z,OT,LHR,2024-09-24T06:40Z,2024-09-24T06:35Z,FE
2024-09-24T05:00Z,OT,BSL,2024-09-24T05:50Z,2024-09-24T05:55Z,OT
2024-09-24T05:05Z,OT,HAJ,2024-09-24T05:55Z,2024-09-24T05:53Z,FE
2024-09-24T05:05Z,OT,DUS,2024-09-24T05:55Z,2024-09-24T05:53Z,FE
2024-09-24T05:05Z,OT,NUE,2024-09-24T05:45Z,2024-09-24T05:50Z,OT
2024-09-24T05:05Z,OT,LUX,2024-09-24T05:50Z,2024-09-24T05:45Z,FE
2024-09-24T05:05Z,OT,DUB,2024-09-24T07:15Z,2024-09-24T06:59Z,FE
2024-09-24T05:10Z,OT,MXP,2024-09-24T06:25Z,2024-09-24T06:25Z,OT
2024-09-24T05:10Z,OT,BUD,2024-09-24T06:45Z,2024-09-24T06:40Z,FE
2024-09-24T05:15Z,OT,MUC,2024-09-24T06:10Z,2024-09-24T06:21Z,OT
2024-09-24T05:15Z,FE,LEJ,2024-09-24T06:10Z,2024-09-24T06:11Z,OT
2024-09-24T05:20Z,OT,CDG,2024-09-24T06:35Z,2024-09-24T06:29Z,FE
2024-09-24T05:20Z,FE,WAW,2024-09-24T06:55Z,2024-09-24T06:54Z,FE
2024-09-24T05:20Z,OT,WAW,2024-09-24T07:00Z,2024-09-24T07:03Z,OT
2024-09-24T05:30Z,FE,HAM,2024-09-24T06:35Z,2024-09-24T06:28Z,FE
2024-09-24T05:30Z,DL,FCO,2024-09-24T07:20Z,2024-09-24T08:00Z,DL
2024-09-24T05:30Z,FE,GVA,2024-09-24T06:35Z,2024-09-24T06:32Z,FE
2024-09-24T05:35Z,OT,MAN,2024-09-24T07:20Z,2024-09-24T07:15Z,FE
2024-09-24T05:35Z,OT,BCN,2024-09-24T07:40Z,2024-09-24T07:45Z,OT
2024-09-24T05:40Z,OT,TLS,2024-09-24T07:25Z,2024-09-24T07:17Z,FE
2024-09-24T05:45Z,OT,BER,2024-09-24T06:55Z,2024-09-24T06:57Z,OT
2024-09-24T05:50Z,OT,AMS,2024-09-24T07:00Z,2024-09-24T07:03Z,OT
2024-09-24T05:50Z,DL,NCE,2024-09-24T07:20Z,2024-09-24T07:42Z,DL
2024-09-24T05:50Z,OT,ZRH,2024-09-24T06:45Z,2024-09-24T06:46Z,OT
2024-09-24T05:55Z,OT,GOT,2024-09-24T07:30Z,2024-09-24T07:25Z,FE
2024-09-24T06:00Z,OT,HAM,2024-09-24T07:05Z,2024-09-24T07:09Z,OT
2024-09-24T06:00Z,OT,LHR,2024-09-24T07:40Z,2024-09-24T07:39Z,FE
2024-09-24T06:00Z,DL,AYT,2024-09-24T09:30Z,2024-09-24T09:40Z,DL
2024-09-24T05:30Z,DL,FCO,2024-09-24T07:20Z,2024-09-24T08:00Z,DL
2024-09-24T05:50Z,DL,NCE,2024-09-24T07:20Z,2024-09-24T07:42Z,DL
2024-09-24T06:00Z,OT,HAM,2024-09-24T07:05Z,2024-09-24T07:09Z,OT
2024-09-24T06:00Z,OT,LHR,2024-09-24T07:40Z,2024-09-24T07:39Z,FE
2024-09-24T06:00Z,DL,AYT,2024-09-24T09:30Z,2024-09-24T09:40Z,DL
2024-09-24T06:05Z,OT,FLR,2024-09-24T07:40Z,2024-09-24T07:40Z,OT
2024-09-24T06:05Z,OT,SOF,2024-09-24T08:20Z,2024-09-24T08:29Z,OT
2024-09-24T06:15Z,OT,LCY,2024-09-24T07:40Z,2024-09-24T07:33Z,FE
2024-09-24T06:15Z,FE,PSA,2024-09-24T07:45Z,2024-09-24T07:50Z,OT
2024-09-24T06:20Z,FE,VIE,2024-09-24T07:45Z,2024-09-24T07:36Z,FE
2024-09-24T06:25Z,OT,MRS,2024-09-24T08:00Z,2024-09-24T08:04Z,OT
2024-09-24T06:35Z,OT,GRZ,2024-09-24T07:55Z,2024-09-24T08:02Z,OT
2024-09-24T06:35Z,OT,CDG,2024-09-24T07:50Z,2024-09-24T07:44Z,FE
2024-09-24T06:35Z,OT,PRG,2024-09-24T07:35Z,2024-09-24T07:41Z,OT
2024-09-24T06:35Z,FE,JFK,2024-09-24T15:10Z,2024-09-24T14:19Z,FE
2024-09-24T06:45Z,DL,BER,2024-09-24T07:55Z,2024-09-24T08:32Z,DL
2024-09-24T06:45Z,OT,RNS,2024-09-24T08:15Z,2024-09-24T08:05Z,FE
2024-09-24T06:50Z,OT,ZRH,2024-09-24T07:45Z,2024-09-24T07:45Z,OT
2024-09-24T06:55Z,DL,DRS,2024-09-24T07:55Z,2024-09-24T08:28Z,DL
2024-09-24T06:55Z,OT,VCE,2024-09-24T08:15Z,2024-09-24T08:09Z,FE
2024-09-24T06:55Z,OT,BLL,2024-09-24T08:15Z,2024-09-24T08:11Z,FE
2024-09-24T06:55Z,DL,BUD,2024-09-24T08:30Z,2024-09-24T08:48Z,DL
2024-09-24T06:55Z,DL,KRK,2024-09-24T08:30Z,2024-09-24T08:37Z,DL
2024-09-24T06:55Z,OT,GVA,2024-09-24T08:05Z,2024-09-24T08:20Z,OT
2024-09-24T07:00Z,OT,HAM,2024-09-24T08:05Z,2024-09-24T08:13Z,OT
2024-09-24T07:00Z,OT,LHR,2024-09-24T08:40Z,2024-09-24T08:36Z,FE
2024-09-24T07:00Z,OT,BRU,2024-09-24T08:10Z,2024-09-24T08:00Z,FE
2024-09-24T07:05Z,OT,WRO,2024-09-24T08:20Z,2024-09-24T08:40Z,DL
2024-09-24T07:05Z,OT,LEJ,2024-09-24T08:00Z,2024-09-24T08:10Z,OT
2024-09-24T07:05Z,OT,SZG,2024-09-24T08:05Z,2024-09-24T08:06Z,OT
2024-09-24T07:05Z,OT,MLA,2024-09-24T09:40Z,2024-09-24T09:49Z,OT
2024-09-24T07:05Z,OT,IST,2024-09-24T10:05Z,2024-09-24T10:02Z,FE
2024-09-24T07:05Z,OT,POZ,2024-09-24T08:20Z,2024-09-24T08:24Z,OT
2024-09-24T07:10Z,OT,HAJ,2024-09-24T08:00Z,2024-09-24T08:02Z,OT
2024-09-24T07:10Z,OT,DUS,2024-09-24T08:00Z,2024-09-24T07:59Z,FE
2024-09-24T07:10Z,FE,SVQ,2024-09-24T10:05Z,2024-09-24T09:57Z,FE
2024-09-24T07:10Z,OT,ESB,2024-09-24T10:30Z,2024-09-24T10:34Z,OT
2024-09-24T07:15Z,DL,MUC,2024-09-24T08:10Z,2024-09-24T08:39Z,DL
2024-09-24T07:15Z,DL,AGP,2024-09-24T10:15Z,2024-09-24T10:47Z,DL
2024-09-24T07:15Z,OT,LIS,2024-09-24T10:25Z,2024-09-24T10:26Z,OT
2024-09-24T07:20Z,OT,VIE,2024-09-24T08:40Z,2024-09-24T08:50Z,OT
2024-09-24T07:25Z,OT,FMO,2024-09-24T08:10Z,2024-09-24T08:10Z,OT
2024-09-24T07:25Z,OT,STR,2024-09-24T08:05Z,2024-09-24T08:18Z,OT
2024-09-24T07:25Z,DL,AMS,2024-09-24T08:35Z,2024-09-24T08:57Z,DL
2024-09-24T07:25Z,DL,ATH,2024-09-24T10:15Z,2024-09-24T10:38Z,DL
2024-09-24T07:25Z,OT,LJU,2024-09-24T08:35Z,2024-09-24T08:39Z,OT
2024-09-24T07:30Z,OT,CDG,2024-09-24T08:45Z,2024-09-24T08:46Z,OT
2024-09-24T07:30Z,OT,OTP,2024-09-24T09:50Z,2024-09-24T09:44Z,FE
2024-09-24T07:35Z,FE,VLC,2024-09-24T10:00Z,2024-09-24T10:04Z,OT
2024-09-24T07:35Z,DL,OPO,2024-09-24T10:25Z,2024-09-24T10:35Z,DL
2024-09-24T07:40Z,OT,IBZ,2024-09-24T09:55Z,2024-09-24T10:05Z,OT
2024-09-24T07:40Z,DL,LUX,2024-09-24T08:25Z,2024-09-24T08:50Z,DL
2024-09-24T07:40Z,DL,BRU,2024-09-24T08:40Z,2024-09-24T09:02Z,DL
2024-09-24T07:40Z,OT,MAD,2024-09-24T10:15Z,2024-09-24T10:14Z,FE
2024-09-24T07:45Z,DL,BER,2024-09-24T08:55Z,2024-09-24T09:51Z,DL
2024-09-24T07:45Z,OT,TLL,2024-09-24T10:05Z,2024-09-24T10:03Z,FE
2024-09-24T07:45Z,OT,MAN,2024-09-24T09:30Z,2024-09-24T09:23Z,FE
2024-09-24T07:45Z,OT,ZRH,2024-09-24T08:40Z,2024-09-24T08:47Z,OT
2024-09-24T07:50Z,OT,VNO,2024-09-24T09:55Z,2024-09-24T10:02Z,OT
2024-09-24T07:50Z,DL,BCN,2024-09-24T09:55Z,2024-09-24T11:48Z,DL
2024-09-24T07:50Z,OT,BSL,2024-09-24T08:40Z,2024-09-24T08:47Z,OT
2024-09-24T07:55Z,DL,BRE,2024-09-24T08:50Z,2024-09-24T09:21Z,DL
2024-09-24T07:55Z,DL,RMO,2024-09-24T10:15Z,2024-09-24T10:42Z,DL
2024-09-24T08:00Z,OT,HAM,2024-09-24T09:05Z,2024-09-24T09:12Z,OT
2024-09-24T08:00Z,DL,IAH,2024-09-24T18:35Z,2024-09-24T19:46Z,DL
2024-09-24T08:00Z,OT,CPH,2024-09-24T09:25Z,2024-09-24T09:26Z,OT
2024-09-24T08:00Z,OT,LHR,2024-09-24T09:40Z,2024-09-24T09:51Z,OT
2024-09-24T08:05Z,OT,RIX,2024-09-24T10:10Z,2024-09-24T10:05Z,FE
2024-09-24T08:05Z,OT,PRG,2024-09-24T09:05Z,2024-09-24T09:10Z,OT
2024-09-24T08:05Z,OT,SOF,2024-09-24T10:20Z,2024-09-24T10:19Z,FE
2024-09-24T08:05Z,DL,SJJ,2024-09-24T09:50Z,2024-09-24T10:05Z,DL
2024-09-24T08:05Z,DL,ZAG,2024-09-24T09:25Z,2024-09-24T09:52Z,DL
2024-09-24T08:10Z,OT,DFW,2024-09-24T19:05Z,2024-09-24T18:40Z,FE
2024-09-24T08:10Z,DL,NCL,2024-09-24T10:00Z,2024-09-24T10:27Z,DL
2024-09-24T08:15Z,OT,MUC,2024-09-24T09:10Z,2024-09-24T09:21Z,OT
2024-09-24T08:15Z,OT,ATL,2024-09-24T18:15Z,2024-09-24T18:02Z,FE
2024-09-24T08:20Z,DL,PMI,2024-09-24T10:25Z,2024-09-24T10:49Z,DL
2024-09-24T08:20Z,OT,NAP,2024-09-24T10:20Z,2024-09-24T10:34Z,OT
2024-09-24T08:20Z,DL,OSL,2024-09-24T10:20Z,2024-09-24T10:32Z,DL
2024-09-24T08:20Z,OT,VIE,2024-09-24T09:45Z,2024-09-24T09:45Z,OT
2024-09-24T08:25Z,OT,SFO,2024-09-24T19:40Z,2024-09-24T19:40Z,OT
2024-09-24T08:25Z,DL,CAI,2024-09-24T12:35Z,2024-09-24T12:41Z,DL
2024-09-24T08:25Z,OT,ARN,2024-09-24T10:30Z,2024-09-24T10:32Z,OT
2024-09-24T08:25Z,FE,SVG,2024-09-24T10:15Z,2024-09-24T10:11Z,FE
2024-09-24T08:25Z,OT,DUB,2024-09-24T10:35Z,2024-09-24T10:37Z,OT
2024-09-24T08:25Z,DL,KRK,2024-09-24T10:00Z,2024-09-24T10:13Z,DL
2024-09-24T08:25Z,DL,WAW,2024-09-24T10:10Z,2024-09-24T10:38Z,DL
2024-09-24T08:30Z,DL,IAD,2024-09-24T17:30Z,2024-09-24T17:46Z,DL
2024-09-24T08:30Z,DL,LAX,2024-09-24T20:00Z,2024-09-24T20:01Z,DL
2024-09-24T08:35Z,OT,ADB,2024-09-24T11:45Z,2024-09-24T11:43Z,FE
2024-09-24T08:40Z,DL,PMI,2024-09-24T10:50Z,2024-09-24T11:20Z,DL
2024-09-24T08:40Z,DL,FCO,2024-09-24T10:30Z,2024-09-24T10:51Z,DL
2024-09-24T08:40Z,OT,TOS,2024-09-24T12:00Z,2024-09-24T11:51Z,FE
2024-09-24T08:45Z,OT,MIA,2024-09-24T18:40Z,2024-09-24T18:37Z,FE
2024-09-24T08:45Z,OT,SEA,2024-09-24T19:15Z,2024-09-24T20:03Z,DL
2024-09-24T08:45Z,FE,BEG,2024-09-24T10:40Z,2024-09-24T10:47Z,OT
2024-09-24T08:50Z,OT,ORD,2024-09-24T17:55Z,2024-09-24T17:36Z,FE
2024-09-24T08:55Z,DL,JFK,2024-09-24T17:25Z,2024-09-24T17:35Z,DL
2024-09-24T09:00Z,FE,BCN,2024-09-24T11:05Z,2024-09-24T10:54Z,FE
2024-09-24T09:05Z,OT,GLA,2024-09-24T11:05Z,2024-09-24T11:18Z,OT
2024-09-24T09:05Z,FE,EDI,2024-09-24T11:05Z,2024-09-24T10:55Z,FE
2024-09-24T09:10Z,OT,MSP,2024-09-24T18:15Z,2024-09-24T18:11Z,FE
2024-09-24T09:10Z,OT,KEF,2024-09-24T12:55Z,2024-09-24T12:54Z,FE
2024-09-24T09:10Z,OT,BIO,2024-09-24T11:20Z,2024-09-24T11:23Z,OT
2024-09-24T09:10Z,FE,VIE,2024-09-24T10:35Z,2024-09-24T10:32Z,FE
2024-09-24T09:15Z,DL,DTW,2024-09-24T18:15Z,2024-09-24T18:57Z,DL
2024-09-24T09:15Z,DL,ABV,2024-09-24T15:20Z,2024-09-24T15:44Z,DL
2024-09-24T09:15Z,DL,MAA,2024-09-24T18:40Z,2024-09-24T19:40Z,DL
2024-09-24T09:15Z,OT,LCA,2024-09-24T13:00Z,2024-09-24T13:00Z,OT
2024-09-24T08:20Z,DL,RDU,2024-09-24T17:50Z,2024-09-24T18:49Z,DL
2024-09-24T09:25Z,DL,FNC,2024-09-24T13:40Z,2024-09-24T13:43Z,DL
2024-09-24T09:30Z,DL,TPA,2024-09-24T20:00Z,2024-09-24T19:55Z,FE
2024-09-24T09:30Z,OT,BRU,2024-09-24T10:30Z,2024-09-24T10:27Z,FE
2024-09-24T09:40Z,OT,ACE,2024-09-24T14:05Z,2024-09-24T14:06Z,OT
2024-09-24T09:40Z,DL,NBO,2024-09-24T18:15Z,2024-09-24T18:30Z,DL
2024-09-24T09:40Z,OT,SKP,2024-09-24T11:55Z,2024-09-24T12:05Z,OT
2024-09-24T09:40Z,DL,AYT,2024-09-24T13:10Z,2024-09-24T13:31Z,DL
2024-09-24T09:45Z,OT,JFK,2024-09-24T18:25Z,2024-09-24T18:06Z,FE
2024-09-24T09:45Z,DL,BER,2024-09-24T10:55Z,2024-09-24T11:14Z,DL
2024-09-24T09:45Z,OT,BHX,2024-09-24T11:20Z,2024-09-24T11:34Z,OT
2024-09-24T09:50Z,DL,RAK,2024-09-24T13:35Z,2024-09-24T13:45Z,DL
2024-09-24T09:50Z,OT,NCE,2024-09-24T11:20Z,2024-09-24T11:37Z,DL
2024-09-24T09:50Z,DL,TIA,2024-09-24T11:55Z,2024-09-24T12:22Z,DL
2024-09-24T10:00Z,OT,HRG,2024-09-24T14:35Z,2024-09-24T14:54Z,DL
2024-09-24T10:00Z,DL,HAM,2024-09-24T11:05Z,2024-09-24T11:23Z,DL
2024-09-24T10:00Z,DL,FCO,2024-09-24T11:50Z,2024-09-24T12:26Z,DL
2024-09-24T10:00Z,DL,LHR,2024-09-24T11:40Z,2024-09-24T11:50Z,DL
2024-09-24T10:00Z,OT,WAW,2024-09-24T11:35Z,2024-09-24T11:51Z,DL
2024-09-24T10:00Z,DL,BEY,2024-09-24T13:50Z,2024-09-24T14:14Z,DL
2024-09-24T09:15Z,DL,DTW,2024-09-24T18:15Z,2024-09-24T18:57Z,DL
2024-09-24T09:40Z,DL,NBO,2024-09-24T18:15Z,2024-09-24T18:30Z,DL
2024-09-24T09:40Z,DL,AYT,2024-09-24T13:10Z,2024-09-24T13:31Z,DL
2024-09-24T09:45Z,DL,BER,2024-09-24T10:55Z,2024-09-24T11:14Z,DL
2024-09-24T09:45Z,OT,BHX,2024-09-24T11:20Z,2024-09-24T11:34Z,OT
2024-09-24T09:50Z,DL,RAK,2024-09-24T13:35Z,2024-09-24T13:45Z,DL
2024-09-24T09:50Z,OT,NCE,2024-09-24T11:20Z,2024-09-24T11:37Z,DL
2024-09-24T09:50Z,DL,TIA,2024-09-24T11:55Z,2024-09-24T12:22Z,DL
2024-09-24T10:00Z,OT,HRG,2024-09-24T14:35Z,2024-09-24T14:54Z,DL
2024-09-24T10:00Z,DL,HAM,2024-09-24T11:05Z,2024-09-24T11:23Z,DL
2024-09-24T10:00Z,DL,FCO,2024-09-24T11:50Z,2024-09-24T12:26Z,DL
2024-09-24T10:00Z,DL,LHR,2024-09-24T11:40Z,2024-09-24T11:50Z,DL
2024-09-24T10:00Z,OT,WAW,2024-09-24T11:35Z,2024-09-24T11:51Z,DL
2024-09-24T10:00Z,DL,BEY,2024-09-24T13:50Z,2024-09-24T14:14Z,DL
2024-09-24T10:05Z,DL,BUD,2024-09-24T11:40Z,2024-09-24T11:50Z,DL
2024-09-24T10:10Z,OT,TFS,2024-09-24T15:00Z,2024-09-24T14:47Z,FE
2024-09-24T10:10Z,DL,LJU,2024-09-24T11:20Z,2024-09-24T12:03Z,DL
2024-09-24T10:10Z,OT,HND,2024-09-24T23:10Z,2024-09-24T22:58Z,FE
2024-09-24T10:15Z,DL,TRN,2024-09-24T11:35Z,2024-09-24T11:54Z,DL
2024-09-24T10:15Z,DL,MUC,2024-09-24T11:10Z,2024-09-24T11:38Z,DL
2024-09-24T10:20Z,OT,SFO,2024-09-24T21:55Z,2024-09-24T22:23Z,DL
2024-09-24T10:20Z,DL,GVA,2024-09-24T11:25Z,2024-09-24T12:03Z,DL
2024-09-24T10:20Z,OT,TLS,2024-09-24T12:05Z,2024-09-24T12:00Z,FE
2024-09-24T10:20Z,DL,FAO,2024-09-24T13:30Z,2024-09-24T13:45Z,DL
2024-09-24T10:20Z,DL,GDN,2024-09-24T11:50Z,2024-09-24T12:04Z,DL
2024-09-24T10:20Z,OT,PRG,2024-09-24T11:20Z,2024-09-24T11:38Z,DL
2024-09-24T10:25Z,OT,GOT,2024-09-24T12:00Z,2024-09-24T12:14Z,OT
2024-09-24T10:25Z,OT,CDG,2024-09-24T11:40Z,2024-09-24T11:52Z,OT
2024-09-24T10:30Z,DL,VRN,2024-09-24T11:50Z,2024-09-24T12:24Z,DL
2024-09-24T10:30Z,DL,FLR,2024-09-24T12:05Z,2024-09-24T12:33Z,DL
2024-09-24T10:30Z,DL,VCE,2024-09-24T11:50Z,2024-09-24T12:19Z,DL
2024-09-24T10:30Z,DL,CPH,2024-09-24T11:55Z,2024-09-24T12:06Z,DL
2024-09-24T10:30Z,DL,ZAG,2024-09-24T11:55Z,2024-09-24T12:49Z,DL
2024-09-24T10:30Z,DL,SIN,2024-09-24T22:50Z,2024-09-24T23:15Z,DL
2024-09-24T10:35Z,OT,AMS,2024-09-24T11:50Z,2024-09-24T11:49Z,FE
2024-09-24T10:40Z,OT,PUJ,2024-09-24T20:30Z,2024-09-24T20:50Z,DL
2024-09-24T10:40Z,OT,GRZ,2024-09-24T12:00Z,2024-09-24T12:14Z,OT
2024-09-24T10:40Z,DL,KTW,2024-09-24T12:10Z,2024-09-24T12:57Z,DL
2024-09-24T10:40Z,OT,BLL,2024-09-24T12:00Z,2024-09-24T11:59Z,FE
2024-09-24T10:40Z,OT,LYS,2024-09-24T11:55Z,2024-09-24T12:00Z,OT
2024-09-24T10:40Z,OT,POZ,2024-09-24T11:55Z,2024-09-24T11:57Z,OT
2024-09-24T10:45Z,OT,FUE,2024-09-24T15:15Z,2024-09-24T15:13Z,FE
2024-09-24T10:45Z,DL,BER,2024-09-24T11:55Z,2024-09-24T12:40Z,DL
2024-09-24T10:50Z,OT,JTR,2024-09-24T13:50Z,2024-09-24T14:09Z,DL
2024-09-24T10:50Z,DL,LUX,2024-09-24T11:35Z,2024-09-24T12:49Z,DL
2024-09-24T10:50Z,DL,BRE,2024-09-24T11:45Z,2024-09-24T11:57Z,DL
2024-09-24T10:50Z,DL,SZG,2024-09-24T11:50Z,2024-09-24T12:26Z,DL
2024-09-24T10:50Z,OT,VIE,2024-09-24T12:15Z,2024-09-24T12:18Z,OT
2024-09-24T10:55Z,DL,TRS,2024-09-24T12:15Z,2024-09-24T12:45Z,DL
2024-09-24T10:55Z,OT,WRO,2024-09-24T12:10Z,2024-09-24T12:19Z,OT
2024-09-24T10:55Z,DL,GVA,2024-09-24T12:05Z,2024-09-24T12:31Z,DL
2024-09-24T11:00Z,OT,HAJ,2024-09-24T11:50Z,2024-09-24T11:45Z,FE
2024-09-24T11:00Z,OT,NUE,2024-09-24T11:40Z,2024-09-24T11:58Z,DL
2024-09-24T11:00Z,DL,BLR,2024-09-24T19:50Z,2024-09-24T20:50Z,DL
2024-09-24T11:00Z,OT,BRU,2024-09-24T12:00Z,2024-09-24T12:20Z,DL
2024-09-24T11:00Z,OT,PMI,2024-09-24T13:10Z,2024-09-24T13:27Z,DL
2024-09-24T11:00Z,OT,IST,2024-09-24T14:00Z,2024-09-24T14:12Z,OT
2024-09-24T11:05Z,OT,HYD,2024-09-24T19:50Z,2024-09-24T19:42Z,FE
2024-09-24T11:05Z,DL,ZRH,2024-09-24T12:00Z,2024-09-24T12:44Z,DL
2024-09-24T11:10Z,DL,PHL,2024-09-24T20:00Z,2024-09-24T20:09Z,DL
2024-09-24T11:10Z,OT,JMK,2024-09-24T14:05Z,2024-09-24T14:13Z,OT
2024-09-24T11:10Z,DL,AGA,2024-09-24T15:05Z,2024-09-24T15:27Z,DL
2024-09-24T11:10Z,DL,IAD,2024-09-24T20:05Z,2024-09-24T20:17Z,DL
2024-09-24T11:10Z,OT,RUH,2024-09-24T16:55Z,2024-09-24T17:06Z,OT
2024-09-24T11:15Z,DL,BOM,2024-09-24T19:35Z,2024-09-24T20:31Z,DL
2024-09-24T11:20Z,OT,DUS,2024-09-24T12:10Z,2024-09-24T12:00Z,FE
2024-09-24T11:20Z,DL,EWR,2024-09-24T19:40Z,2024-09-24T19:47Z,DL
2024-09-24T11:20Z,DL,YVR,2024-09-24T21:20Z,2024-09-24T22:26Z,DL
2024-09-24T11:20Z,OT,DEL,2024-09-24T19:25Z,2024-09-24T19:25Z,OT
2024-09-24T11:20Z,DL,MAD,2024-09-24T13:55Z,2024-09-24T14:24Z,DL
2024-09-24T11:20Z,DL,BCN,2024-09-24T13:25Z,2024-09-24T13:43Z,DL
2024-09-24T11:20Z,DL,LIS,2024-09-24T14:30Z,2024-09-24T14:47Z,DL
2024-09-24T11:30Z,OT,YYC,2024-09-24T21:15Z,2024-09-24T21:15Z,OT
2024-09-24T11:30Z,OT,CUN,2024-09-24T22:50Z,2024-09-24T22:51Z,OT
2024-09-24T11:30Z,OT,BOS,2024-09-24T20:00Z,2024-09-24T19:44Z,FE
2024-09-24T11:30Z,OT,DEN,2024-09-24T21:40Z,2024-09-24T21:26Z,FE
2024-09-24T11:30Z,DL,SJO,2024-09-24T23:35Z,2024-09-25T00:11Z,DL
2024-09-24T11:35Z,DL,MEX,2024-09-24T23:30Z,2024-09-24T23:56Z,DL
2024-09-24T11:35Z,OT,MLA,2024-09-24T14:10Z,2024-09-24T14:06Z,FE
2024-09-24T11:40Z,OT,MCO,2024-09-24T21:55Z,2024-09-24T21:51Z,FE
2024-09-24T11:40Z,DL,SEA,2024-09-24T21:55Z,2024-09-24T23:20Z,DL
2024-09-24T11:40Z,OT,LEJ,2024-09-24T12:35Z,2024-09-24T12:34Z,FE
2024-09-24T11:40Z,OT,VIE,2024-09-24T13:05Z,2024-09-24T12:53Z,FE
2024-09-24T11:45Z,OT,ATH,2024-09-24T14:35Z,2024-09-24T14:26Z,FE
2024-09-24T11:50Z,FE,DRS,2024-09-24T12:50Z,2024-09-24T12:47Z,FE
2024-09-24T11:50Z,OT,HEL,2024-09-24T14:15Z,2024-09-24T14:20Z,OT
2024-09-24T11:50Z,OT,AGP,2024-09-24T14:50Z,2024-09-24T14:48Z,FE
2024-09-24T11:50Z,OT,OPO,2024-09-24T14:40Z,2024-09-24T14:30Z,FE
2024-09-24T11:50Z,DL,BEG,2024-09-24T13:45Z,2024-09-24T14:04Z,DL
2024-09-24T11:55Z,OT,YYZ,2024-09-24T20:20Z,2024-09-24T20:18Z,FE
2024-09-24T12:00Z,DL,JSI,2024-09-24T14:30Z,2024-09-24T15:34Z,DL
2024-09-24T12:00Z,OT,LHR,2024-09-24T13:40Z,2024-09-24T13:27Z,FE
2024-09-24T12:05Z,OT,LAX,2024-09-24T23:55Z,2024-09-24T23:48Z,FE
2024-09-24T12:05Z,DL,DXB,2024-09-24T18:35Z,2024-09-24T18:39Z,DL
2024-09-24T12:05Z,OT,BCN,2024-09-24T14:10Z,2024-09-24T14:23Z,OT
2024-09-24T12:05Z,DL,AYT,2024-09-24T15:35Z,2024-09-24T17:44Z,DL
2024-09-24T12:20Z,FE,KGS,2024-09-24T15:25Z,2024-09-24T15:22Z,FE
2024-09-24T12:20Z,OT,YUL,2024-09-24T20:05Z,2024-09-24T19:51Z,FE
2024-09-24T12:20Z,DL,TLL,2024-09-24T14:40Z,2024-09-24T14:50Z,DL
2024-09-24T12:25Z,OT,HER,2024-09-24T15:30Z,2024-09-24T15:36Z,OT
2024-09-24T12:25Z,DL,SKG,2024-09-24T14:50Z,2024-09-24T15:05Z,DL
2024-09-24T12:30Z,OT,MIA,2024-09-24T23:10Z,2024-09-24T22:49Z,FE
2024-09-24T12:30Z,DL,TUN,2024-09-24T14:50Z,2024-09-24T15:00Z,DL
2024-09-24T12:30Z,DL,OTP,2024-09-24T14:50Z,2024-09-24T15:34Z,DL
2024-09-24T12:45Z,OT,BER,2024-09-24T13:55Z,2024-09-24T14:07Z,OT
2024-09-24T12:50Z,OT,RSW,2024-09-24T23:20Z,2024-09-24T23:25Z,OT
2024-09-24T12:50Z,DL,SOF,2024-09-24T15:05Z,2024-09-24T15:23Z,DL
2024-09-24T13:00Z,OT,HAM,2024-09-24T14:05Z,2024-09-24T14:05Z,OT
2024-09-24T13:00Z,FE,LHR,2024-09-24T14:40Z,2024-09-24T14:28Z,FE
2024-09-24T13:00Z,FE,ZRH,2024-09-24T13:55Z,2024-09-24T13:53Z,FE
2024-09-24T13:05Z,OT,SMI,2024-09-24T16:05Z,2024-09-24T16:08Z,OT
2024-09-24T13:10Z,OT,VLC,2024-09-24T15:35Z,2024-09-24T15:36Z,OT
2024-09-24T13:15Z,DL,MUC,2024-09-24T14:10Z,2024-09-24T14:25Z,DL
2024-09-24T13:25Z,OT,ICN,2024-09-25T00:55Z,2024-09-25T00:43Z,FE
2024-09-24T13:25Z,DL,PEK,2024-09-25T00:30Z,2024-09-25T00:35Z,DL
2024-09-24T13:25Z,OT,VNO,2024-09-24T15:30Z,2024-09-24T15:31Z,OT
2024-09-24T13:40Z,OT,YYZ,2024-09-24T21:55Z,2024-09-24T22:24Z,DL
2024-09-24T13:40Z,DL,DUB,2024-09-24T15:50Z,2024-09-24T16:32Z,DL
2024-09-24T13:45Z,OT,YHZ,2024-09-24T20:50Z,2024-09-24T20:53Z,OT
2024-09-24T13:45Z,DL,BER,2024-09-24T14:55Z,2024-09-24T16:03Z,DL
2024-09-24T13:50Z,OT,OLB,2024-09-24T15:45Z,2024-09-24T15:57Z,OT
